,,phi_1,phi_2,phi_3,theta_1,theta_2,theta_3,theta_4,sigma,mu,init_y_1,init_y_2,init_y_3,logL,logL_birth,nlive
37726,0.005293834483763974,2.2604973,-1.9670813,0.5844261,-1.0584971,0.33833766,-0.06680787,0.25846142,14.393557,46.184765,0.07793033,-4.1070614,-10.735817,-1039.4481,-1040.5265,424
37727,0.00529577349887464,2.2315516,-1.9212812,0.5668447,-1.0001924,0.25156865,-0.0610773,0.25119066,14.614467,45.90677,-0.32329094,-0.85689604,-11.9387045,-1039.4478,-1040.135,423
37728,0.005297066570162094,2.4272275,-2.224616,0.7364562,-1.142386,0.15409113,0.09568891,0.162312,13.699766,44.51402,-18.86501,-28.796396,-39.989258,-1039.4475,-1040.1064,422
37729,0.005306774674059962,2.464829,-2.2640388,0.76593703,-1.3016317,0.3021402,0.0018698908,0.18713094,14.640651,50.71613,10.224916,-11.894052,-26.727,-1039.4457,-1040.0692,421
37730,0.005307422513247779,2.4869907,-2.3392522,0.80378866,-1.2208155,0.31634915,0.014197274,0.19889164,13.819856,40.93908,3.9050014,1.22767,-0.89923817,-1039.4456,-1040.3185,420
37731,0.005308718428880072,2.2967706,-2.0036392,0.61043555,-1.1215999,0.2855665,-0.14106208,0.30096108,14.2021885,45.2208,-18.317463,-42.431286,-77.20468,-1039.4453,-1041.394,419
37732,0.005310662895653604,2.3636587,-2.1125956,0.67845476,-1.1678057,0.25857195,-0.043107342,0.20427221,13.977108,41.926956,-1.5302236,-15.287363,-36.315735,-1039.445,-1043.0151,418
37733,0.005314553966110163,2.457404,-2.2683334,0.76939636,-1.2769752,0.2840497,0.08351936,0.10846195,14.287511,41.163822,16.406507,19.723272,36.511333,-1039.4442,-1040.8604,417
37734,0.0053177987025391955,2.335763,-2.0804305,0.6540616,-1.05087,0.1588815,0.018041562,0.23371005,14.3660555,43.61062,-16.835964,-20.207136,-15.219315,-1039.4436,-1041.6488,416
37735,0.005328845631779374,2.4641664,-2.2666085,0.75257874,-1.3367225,0.3608645,0.068350814,0.12926555,13.535472,44.80524,11.736701,15.034862,28.198025,-1039.4415,-1040.6283,415
37736,0.00533470329356616,2.3782876,-2.118972,0.6819017,-1.1329478,0.20189677,-0.09940332,0.29576558,13.579482,47.141357,-2.0209832,-3.2292316,-2.4411573,-1039.4404,-1040.6863,414
37737,0.005339915509369155,2.4484375,-2.23631,0.74727225,-1.227121,0.22833502,0.015415213,0.2195881,14.808062,51.988064,5.635242,2.9478831,0.8911813,-1039.4395,-1040.762,413
37738,0.005341219358830252,2.3620706,-2.1258132,0.68786895,-1.14687,0.29188412,-0.12618831,0.25909528,14.570679,44.817795,-19.517038,-21.98497,-18.882109,-1039.4392,-1040.4205,412
37739,0.005341219358831467,2.514528,-2.387965,0.8476931,-1.2968798,0.35180524,-0.023129981,0.17846783,14.344077,46.24153,18.486942,13.969847,11.222097,-1039.4392,-1040.95,411
37740,0.005344480375496072,2.354129,-2.078474,0.6488005,-1.1304309,0.20230472,-0.042684235,0.24269876,14.283875,46.1217,4.402658,-4.8242497,-11.74797,-1039.4386,-1040.1064,410
37741,0.0053470906222661905,2.4874327,-2.3096356,0.7851387,-1.2975279,0.34715816,-0.041660126,0.17637861,14.622641,37.565174,-8.526231,2.0682938,17.84497,-1039.4381,-1040.0692,409
37742,0.005351661622094896,2.3897545,-2.1297843,0.69127405,-1.162305,0.190565,-0.0507981,0.2294305,14.642369,44.879337,4.1643844,-1.8743155,-6.989054,-1039.4373,-1040.762,408
37743,0.005371295921826522,2.4332967,-2.2389474,0.7481435,-1.1853435,0.2829228,-0.015704578,0.2209145,14.836472,43.60214,16.322903,9.741737,13.141895,-1039.4336,-1040.8604,407
37744,0.005377200246513101,2.2468512,-1.9493682,0.5782742,-1.0506694,0.3016813,-0.069578595,0.24464929,13.877228,45.808014,-2.7912204,-20.345388,-63.38797,-1039.4325,-1040.1064,406
37745,0.005380483230869611,2.4973278,-2.335579,0.78798145,-1.2368345,0.304643,-0.013542232,0.2054978,14.566743,41.700127,-0.23232035,-1.4692605,10.924025,-1039.4319,-1039.9586,405
37746,0.005390344215161037,2.5258973,-2.413461,0.8524902,-1.2737823,0.38670236,0.031758275,0.100121416,14.622895,44.08795,-12.33999,-14.632259,-16.133907,-1039.43,-1040.246,404
37747,0.005394293667336482,2.3836627,-2.1654844,0.7069524,-1.176919,0.28299168,-0.006561258,0.18197097,14.17622,44.556206,-1.6413522,26.009844,63.799698,-1039.4293,-1040.8291,403
37748,0.0053962694784348295,2.3433766,-2.1154943,0.67601466,-1.1487806,0.30140758,-0.020392716,0.21290253,13.716138,42.51796,2.614112,1.2122637,-5.1860642,-1039.429,-1040.135,402
37749,0.005396269478431148,2.4737031,-2.2962022,0.77429205,-1.2392892,0.30540016,-0.0036992477,0.2008554,14.301774,36.652534,-2.163728,-21.466938,-31.327227,-1039.429,-1039.9586,401
37750,0.005396928242939691,2.4385338,-2.2575517,0.7762735,-1.1804891,0.3204788,-0.07069315,0.16799296,14.312959,45.813385,-9.213829,4.7486644,28.590929,-1039.4288,-1039.9796,400
37751,0.005427981059200608,2.4392326,-2.2346697,0.7570784,-1.3504696,0.4731025,-0.09876662,0.15564074,13.96014,51.17297,-9.791758,-19.607876,-21.456139,-1039.4231,-1040.0428,399
37752,0.005433947694268266,2.2882066,-2.014076,0.61066335,-1.1137613,0.32267123,-0.008565551,0.21634693,14.8438835,46.00324,-12.596196,-42.227512,-76.578445,-1039.422,-1040.135,398
37753,0.005438592944502672,2.5425484,-2.4095147,0.8378388,-1.2531043,0.3219244,-0.0917538,0.24496238,14.883074,40.42807,-15.132439,-25.772661,-24.92332,-1039.4211,-1040.0692,397
37754,0.005440584981457868,2.4135375,-2.1791098,0.7192682,-1.2037944,0.3298057,-0.08656628,0.20170188,14.616167,45.18627,4.2612553,10.545484,27.771566,-1039.4208,-1040.0118,396
37755,0.005446565471218539,2.453552,-2.3012097,0.7917087,-1.274851,0.31188294,0.13729711,0.06250486,13.793672,43.990135,1.5055588,15.124928,33.327988,-1039.4197,-1042.0278,395
37756,0.005453883887043987,2.317594,-2.0774355,0.6628102,-1.1415173,0.32599467,0.016724262,0.14214694,14.351251,45.865387,4.0716166,1.6134691,-11.784083,-1039.4183,-1041.0177,394
37757,0.0054545496849919125,2.4363384,-2.261027,0.7618524,-1.222096,0.2792015,0.093836546,0.07722505,14.018813,46.18654,0.31604144,-12.297503,-24.477919,-1039.4182,-1040.3849,393
37758,0.005467882725746952,2.4701517,-2.2705255,0.75261277,-1.3217436,0.40041745,-0.12969461,0.27171344,14.042311,49.114666,2.9154797,-8.199649,-20.397053,-1039.4158,-1040.8889,392
37759,0.005469217821023152,2.35793,-2.1191392,0.6842192,-1.1685973,0.2846741,0.044808563,0.13910577,14.43937,42.403915,-8.220631,-3.1068597,17.601765,-1039.4155,-1040.135,391
37760,0.005477235241266008,2.4479778,-2.2707834,0.7794016,-1.2288673,0.3305941,0.044542022,0.093238756,14.081229,47.21275,-18.192944,-38.150177,-41.36059,-1039.4141,-1040.4534,390
37761,0.0054845948673057955,2.5099075,-2.3758414,0.8256911,-1.2478383,0.24616684,0.04663585,0.15928361,15.117727,42.150845,-12.080447,-20.987364,-23.77438,-1039.4127,-1040.8889,389
37762,0.005486603753752097,2.5307887,-2.3702178,0.807095,-1.2448784,0.2692312,-0.03476121,0.2339949,14.100357,52.11064,-5.811332,0.8952511,12.183217,-1039.4124,-1040.5535,388
37763,0.005504044954104391,2.3894699,-2.1860645,0.7301166,-1.1910204,0.2714898,0.032232024,0.16261703,14.454339,41.657753,-9.25134,1.0188572,18.112286,-1039.4092,-1040.8889,387
37764,0.005519519919040426,2.3851883,-2.1716194,0.7044027,-1.2006092,0.33089244,0.0059249066,0.16615689,14.922662,45.16963,-14.250567,-12.451663,1.7221322,-1039.4064,-1040.8291,386
37765,0.0055215415977636195,2.371426,-2.1366541,0.680272,-1.1637837,0.3143096,-0.0006913409,0.20968942,14.084691,49.747955,-22.086712,-30.478863,-39.660854,-1039.406,-1041.9476,385
37766,0.005526936361964912,2.308729,-2.0272348,0.6154749,-1.144243,0.26427582,-0.02515021,0.23810156,14.5110655,44.78042,1.2846792,5.3050914,12.106399,-1039.405,-1040.3185,384
37767,0.005554667368099621,2.3465312,-2.1057572,0.6627944,-1.0790622,0.19441189,0.0033527613,0.24963096,14.240998,47.083595,4.651643,-4.8182154,-7.716655,-1039.4,-1040.0118,383
37768,0.005563489145704925,2.4058223,-2.1941864,0.72048753,-1.197896,0.2794947,0.13358006,0.09316971,14.23506,44.9558,-5.1350746,1.781204,14.101456,-1039.3984,-1040.9187,382
37769,0.005564168324015177,2.3869262,-2.1301224,0.6967902,-1.2205145,0.2807055,-0.10765706,0.2578347,14.171484,47.38615,-18.169716,-41.070305,-49.420326,-1039.3983,-1041.8395,381
37770,0.005566885866488163,2.435539,-2.2516866,0.75612044,-1.1971209,0.2637221,0.070394255,0.17463286,14.255712,44.662365,13.171185,8.78754,14.75114,-1039.3978,-1040.7297,380
37771,0.005571644759897573,2.4264603,-2.246047,0.76874685,-1.2501466,0.35198778,-0.056069434,0.18606488,14.770985,47.112377,23.681185,40.645634,59.899044,-1039.397,-1040.3849,379
37772,0.00557572704919595,2.494081,-2.3409286,0.8027379,-1.2260802,0.21668857,0.10464319,0.10734801,13.845651,44.55166,-5.6427755,-13.296069,-7.6583047,-1039.3962,-1040.8291,378
37773,0.005577088476861904,2.388577,-2.1646392,0.70099866,-1.1361321,0.22512124,0.007654583,0.24989927,14.511449,49.582733,-3.1984882,-27.998344,-57.92794,-1039.396,-1041.5063,377
37774,0.0055825375125565,2.4516861,-2.27155,0.7853294,-1.262941,0.35462797,-0.010545193,0.13481155,13.952897,44.246117,-20.640644,-15.204599,0.048927903,-1039.395,-1040.0692,376
37775,0.005584582273239152,2.3834567,-2.16472,0.69810337,-1.1373895,0.20992397,0.0334464,0.2240921,14.369569,44.89428,-29.318535,-43.664963,-56.930565,-1039.3947,-1039.9586,375
37776,0.00560575537218342,2.324505,-2.081299,0.65979916,-1.1636723,0.34815702,-0.05699393,0.20379858,14.256214,47.44468,2.4497447,6.4184966,20.685625,-1039.3909,-1041.1647,374
37777,0.005620144029310847,2.2848198,-2.0121343,0.6085134,-1.0825257,0.31161684,-0.09566469,0.28483903,14.55873,46.69508,1.2046573,4.002168,5.224277,-1039.3883,-1040.4934,373
37778,0.005623575340047024,2.394076,-2.1747124,0.7115728,-1.1504673,0.23026814,-0.061810926,0.256301,13.264537,46.99144,-21.657589,-43.07998,-62.54479,-1039.3877,-1040.4205,372
37779,0.005645585391609978,2.4943793,-2.327675,0.80842495,-1.2754049,0.2893177,0.036625583,0.1150605,12.894613,45.996296,-3.806488,-6.115629,-1.5548409,-1039.3838,-1040.0428,371
37780,0.005645585391612545,2.416794,-2.205007,0.7335382,-1.194549,0.19832133,0.01616996,0.20439836,14.777741,42.90173,-23.92713,-32.938953,-36.39541,-1039.3838,-1040.4934,370
37781,0.005651791225316747,2.4214838,-2.2021048,0.7192827,-1.2578592,0.36178526,-0.00741474,0.16696951,14.013087,43.371452,-26.129173,-28.624384,-28.284191,-1039.3827,-1040.246,369
37782,0.005664223365250833,2.4220097,-2.217075,0.7389947,-1.1839837,0.24043712,-0.0062512564,0.21674804,13.476719,43.78751,-12.658473,0.5535392,28.291372,-1039.3805,-1040.0692,368
37783,0.00566837348598122,2.5091453,-2.3585863,0.80685085,-1.2723032,0.3289368,-0.03507245,0.21896632,14.717833,44.910988,10.226543,24.735231,34.23881,-1039.3798,-1039.9277,367
37784,0.005694033174192812,2.3999312,-2.1932285,0.72656226,-1.1242127,0.27765328,-0.035209924,0.18515073,14.150213,41.060406,-9.068264,-2.9231596,14.91649,-1039.3752,-1040.246,366
37785,0.0056968141427182,2.3114922,-2.0446992,0.64139277,-1.121167,0.30833808,-0.13832721,0.28853902,14.805999,45.566402,-21.149122,-53.321983,-91.52665,-1039.3748,-1042.9186,365
37786,0.005715621239664297,2.3943787,-2.1717212,0.7186308,-1.162678,0.27297503,-0.023160145,0.18712835,14.5917845,51.234375,19.20541,28.56347,39.10984,-1039.3715,-1040.0692,364
37787,0.005717016825361261,2.5025795,-2.352341,0.8092883,-1.2458869,0.33248517,-0.05023242,0.21678999,14.267755,44.253246,11.552897,-3.658496,-6.5463667,-1039.3712,-1041.7284,363
37788,0.005720507280614012,2.3131986,-2.058105,0.6424754,-1.0977316,0.28457594,-0.003642816,0.22034113,14.695544,47.214294,11.420832,-2.4008787,-28.546736,-1039.3706,-1039.9796,362
37789,0.005721205627346949,2.4305296,-2.2424207,0.75942385,-1.3119147,0.43633255,-0.04682906,0.13603069,14.771319,47.866898,-12.416236,-2.2298791,10.358335,-1039.3705,-1041.0979,361
37790,0.005721904059331192,2.3949163,-2.1625936,0.7110193,-1.2561275,0.28348368,0.048597846,0.15587215,14.414132,44.544983,-5.140106,-17.294498,-34.231705,-1039.3704,-1040.0118,360
37791,0.005740093248776481,2.3990502,-2.1500554,0.70147955,-1.2665162,0.35797244,-0.087935075,0.20574903,14.201902,46.907314,3.852021,-11.028851,-17.10123,-1039.3672,-1040.246,359
37792,0.005751315323890713,2.461107,-2.2950826,0.7873084,-1.2341617,0.35274002,-0.08126824,0.17603174,13.704239,43.332016,8.433229,-9.859304,-21.89273,-1039.3652,-1040.4205,358
37793,0.005752719625021038,2.4095018,-2.1905499,0.72093207,-1.2591385,0.3204469,0.033149477,0.13076335,14.433891,43.68879,18.20727,3.1301382,-11.092401,-1039.365,-1041.394,357
37794,0.005758340259287412,2.4183388,-2.2180123,0.74303627,-1.2896599,0.41757143,-0.1482177,0.25402358,15.064326,44.39521,-10.03571,-21.68431,-24.651384,-1039.364,-1039.9586,356
37795,0.005763262818903336,2.5231493,-2.3635035,0.8165399,-1.2839236,0.38637525,-0.14502573,0.20755386,14.496781,44.508278,-1.3438487,0.75982505,13.256862,-1039.3632,-1040.135,355
37796,0.0057724158823582485,2.3952208,-2.1756413,0.7061166,-1.0803316,0.18891582,0.008814143,0.23969637,14.533493,41.45783,7.455322,11.641978,18.274906,-1039.3616,-1040.1774,354
37797,0.005782289285245847,2.2877448,-2.0261445,0.62471735,-1.1278125,0.38505143,-0.064636506,0.20261212,14.386571,46.968014,-6.725081,-27.003286,-60.363445,-1039.3599,-1040.5535,353
37798,0.005813430058221417,2.430302,-2.242184,0.751726,-1.1897632,0.21293862,0.102392465,0.10857803,14.330537,46.788242,9.962661,-6.918158,-22.580486,-1039.3545,-1041.5063,352
37799,0.005844738541203252,2.4415991,-2.2822838,0.7798805,-1.1691298,0.25830093,0.0656236,0.1300652,14.514958,45.02613,-20.266163,-40.92958,-55.17516,-1039.3491,-1040.0118,351
37800,0.005848306975398511,2.5102007,-2.3585267,0.8168582,-1.2894276,0.26526833,0.15035112,0.034366474,14.274787,48.462315,13.356176,16.911398,25.525377,-1039.3485,-1040.3584,350
37801,0.00585545038110113,2.3698113,-2.1144967,0.67490315,-1.2394315,0.303964,0.03039317,0.15481083,14.479629,47.571163,7.959308,6.5027575,5.87741,-1039.3473,-1040.246,349
37802,0.005869763379067453,2.365623,-2.1364343,0.6880508,-1.1866708,0.31337267,0.032673627,0.15947364,14.6424675,48.677017,-19.71307,-16.619324,-9.055892,-1039.3448,-1039.9277,348
37803,0.005887703836360111,2.4060936,-2.167092,0.6944873,-1.1840647,0.25524053,-0.10576725,0.2990545,13.584829,43.40598,-17.478886,-35.027885,-49.602497,-1039.3418,-1040.5535,347
37804,0.005911469228490591,2.3859646,-2.1828892,0.7192619,-1.1154048,0.31162608,-0.042896282,0.1964892,14.207035,45.130444,15.137813,14.540111,20.774406,-1039.3378,-1040.95,346
37805,0.005930984973977785,2.4019918,-2.20186,0.72550905,-1.2450054,0.43302047,-0.10652557,0.2174425,14.834448,42.83912,2.8712833,10.324459,12.162303,-1039.3345,-1039.9586,345
37806,0.005936779780522241,2.4154432,-2.203573,0.74664396,-1.276669,0.3384381,-0.046537973,0.17253068,14.714356,46.88637,-17.702707,-34.812202,-48.271126,-1039.3335,-1040.4534,344
37807,0.00594258024882424,2.4298227,-2.199887,0.7364802,-1.2136087,0.24042358,-0.0034670236,0.15350442,14.384783,50.530094,-13.554586,-24.040514,-23.435627,-1039.3325,-1040.0428,343
37808,0.005950565147489081,2.414484,-2.1903927,0.7376853,-1.1815258,0.21883431,-0.07108317,0.24033412,14.493797,40.61235,-0.053216387,6.2437363,21.041697,-1039.3312,-1041.197,342
37809,0.005957106226079604,2.3125467,-2.025666,0.6246899,-1.0701957,0.19264232,-0.0478795,0.26565784,14.56171,44.12828,-22.380566,-43.340435,-68.32031,-1039.3301,-1041.581,341
37810,0.005957106226078249,2.411098,-2.2254655,0.74223083,-1.2378067,0.3479379,0.10393017,0.09974104,13.7881365,50.18473,-3.4967694,-11.657471,-20.767727,-1039.3301,-1040.95,340
37811,0.005965838850303744,2.3065584,-2.0406237,0.63110846,-1.1139059,0.22949025,0.069233455,0.19731201,13.950355,46.59431,10.193732,10.372403,5.3644705,-1039.3286,-1040.246,339
37812,0.005978961794950262,2.2765315,-1.993756,0.60423213,-1.0617933,0.27232665,0.0073563363,0.20619604,14.685608,44.943935,18.076939,18.991032,19.075438,-1039.3264,-1040.2134,338
37813,0.005989919630108783,2.396062,-2.1810842,0.7260364,-1.1735661,0.33775103,-0.022464702,0.12841167,14.612259,46.790623,11.09339,11.334965,11.43474,-1039.3246,-1041.619,337
37814,0.006023649043376006,2.433111,-2.22758,0.7435705,-1.3419317,0.34579507,0.096060395,0.09189675,14.273486,46.775486,0.8340082,-0.11300831,7.7005243,-1039.319,-1040.5265,336
37815,0.006025855373505806,2.518636,-2.3764815,0.8207254,-1.2883646,0.33646086,-0.032328077,0.20603272,13.381328,39.465534,-9.881166,1.4788612,23.514822,-1039.3186,-1040.0692,335
37816,0.0060435351321059694,2.396456,-2.1897109,0.7207382,-1.1582494,0.24770981,0.0071284496,0.18405497,14.255337,48.36558,0.6687291,6.7360287,28.155993,-1039.3157,-1041.8395,334
37817,0.006067188859825448,2.5037234,-2.370438,0.82427037,-1.3162334,0.44370815,-0.07179238,0.188451,15.089541,45.247383,-9.2943735,-31.734394,-43.79589,-1039.3118,-1040.4534,333
37818,0.006072375440939953,2.3807163,-2.1478639,0.7022302,-1.1765552,0.3298075,-0.04274236,0.20411526,14.4658375,46.83695,-7.041646,-11.287576,-18.805622,-1039.3109,-1040.3584,332
37819,0.00607311674295359,2.4516835,-2.267858,0.77478296,-1.165298,0.23207743,0.02887807,0.12343752,14.500781,42.523983,-14.50577,-34.631367,-42.782703,-1039.3108,-1040.0118,331
37820,0.0060760828560738715,2.4949417,-2.328664,0.79682046,-1.3238229,0.31849432,0.052178018,0.15124792,14.127609,40.50194,-19.163046,-10.129863,14.867081,-1039.3103,-1040.7297,330
37821,0.006079792534723726,2.541293,-2.4203084,0.8445103,-1.3596786,0.49224418,-0.13728783,0.2002404,13.765055,49.255882,-9.38398,-3.2067842,9.074278,-1039.3097,-1040.8604,329
37822,0.0060827619083108145,2.4219313,-2.2314775,0.7417628,-1.2688916,0.35767466,0.025676489,0.12883812,15.023999,42.794796,4.311244,14.908207,30.768387,-1039.3092,-1040.3849,328
37823,0.006088705006918201,2.4123847,-2.1872623,0.7097517,-1.1778389,0.22453474,0.058279805,0.14651729,14.525031,44.798286,7.8519816,11.761009,24.369139,-1039.3082,-1040.0428,327
37824,0.006093909981268245,2.395847,-2.1589584,0.69709814,-1.137244,0.19906946,-0.04920357,0.25405595,14.400173,43.84802,22.530312,30.548004,44.57106,-1039.3074,-1041.0579,326
37825,0.006108060208906055,2.4621964,-2.3051133,0.7793099,-1.1934851,0.33321193,-0.018662183,0.20222041,13.938559,48.312916,1.3017057,-17.252068,-37.464767,-1039.305,-1040.5535,325
37826,0.006113281729189,2.4349751,-2.2226079,0.72494453,-1.1476076,0.18884245,-0.013709753,0.27031633,14.306193,48.18758,5.4341946,14.370096,26.962694,-1039.3042,-1040.6863,324
37827,0.006131966480635678,2.4187596,-2.2226002,0.7371866,-1.189153,0.36927935,-0.12881525,0.26387197,13.6097765,42.496887,14.288136,20.641558,36.767,-1039.3011,-1040.8604,323
37828,0.006146205076528093,2.4847507,-2.341968,0.8204929,-1.2157005,0.32077467,-0.039029855,0.20443769,14.012399,43.30353,1.0129151,-1.3083217,1.6913971,-1039.2988,-1040.8604,322
37829,0.006150708340518992,2.505446,-2.331881,0.7989871,-1.2885569,0.3174647,-0.09872715,0.26024532,14.982971,49.01575,-0.47245494,6.947024,25.136782,-1039.2981,-1040.4205,321
37830,0.006184588159036037,2.433534,-2.2188525,0.7260377,-1.2330875,0.33016023,-0.091426626,0.26544523,13.314016,45.991596,9.465289,17.547731,23.427149,-1039.2926,-1039.9586,320
37831,0.006188364084286042,2.505114,-2.3443785,0.8133995,-1.3059622,0.34035712,-0.10272006,0.2351739,14.364423,46.129986,-7.8483787,-22.942678,-35.46914,-1039.292,-1043.2434,319
37832,0.0061898750998053455,2.3388948,-2.102994,0.6711234,-1.0793111,0.2084973,0.056226894,0.19640619,14.488942,41.67417,11.427263,15.539758,26.71888,-1039.2917,-1040.8291,318
37833,0.006223210944099941,2.413076,-2.2042232,0.73178536,-1.2274418,0.37783802,-0.09239635,0.24409926,13.808831,41.041283,-6.21355,1.2345501,12.229162,-1039.2864,-1040.4534,317
37834,0.006255198985424125,2.4396152,-2.2171113,0.72002035,-1.2026737,0.2051176,0.08882486,0.18078981,14.35311,45.380013,-3.074677,-19.03027,-30.75153,-1039.2812,-1040.4934,316
37835,0.006277381875158228,2.493355,-2.3385687,0.81472874,-1.3129532,0.4555286,-0.20454723,0.24846166,14.14178,45.238106,-2.4724944,-25.406307,-41.483536,-1039.2777,-1040.0118,315
37836,0.006281214454485552,2.4108558,-2.2139308,0.7410267,-1.1805409,0.33433518,0.028902344,0.11602816,14.012977,46.829903,-23.087807,-44.34276,-63.200638,-1039.2771,-1040.3584,314
37837,0.006283515125159237,2.5522027,-2.4263315,0.85257065,-1.4250052,0.5090685,0.012902396,0.084530525,13.838114,38.185436,-7.1356115,-13.586222,-7.1294146,-1039.2767,-1040.5891,313
37838,0.006291190115193322,2.3547752,-2.1210124,0.6740157,-1.1935601,0.31823486,-0.019802494,0.21770792,13.949218,43.282326,-17.282928,-24.234085,-34.116238,-1039.2755,-1041.134,312
37839,0.006293494439729208,2.4039164,-2.1626956,0.713297,-1.2048213,0.29297692,-0.13678105,0.25349534,13.655804,47.111374,3.9337425,-13.670381,-27.914911,-1039.2751,-1040.9187,311
37840,0.006301950853146414,2.4044702,-2.1831195,0.71704006,-1.1441756,0.23544487,-0.09994229,0.2767761,15.115938,45.769463,4.2116585,-9.264165,-16.576658,-1039.2738,-1040.1774,310
37841,0.006324299539611677,2.4388733,-2.2521217,0.7627001,-1.1177657,0.15407403,0.052716795,0.1900607,14.641052,46.611404,-8.303971,-11.207118,-3.2181218,-1039.2703,-1041.278,309
37842,0.006325071595953004,2.3760517,-2.1553833,0.69997674,-1.1703486,0.31587005,-0.0001326823,0.18495749,14.130736,39.183617,-12.199274,-14.505599,-20.872364,-1039.2701,-1040.1064,308
37843,0.0063513776662807876,2.3263488,-2.0695279,0.6505642,-1.1254852,0.21269643,0.035632595,0.21022628,14.423947,45.18025,15.501449,16.873005,27.07281,-1039.266,-1041.197,307
37844,0.006391822256801655,2.440044,-2.26668,0.7661634,-1.1446639,0.26628608,-0.05634187,0.20919447,14.364552,42.091953,6.829907,18.593334,31.098282,-1039.2596,-1040.0428,306
37845,0.006396505482076795,2.3052325,-2.0436776,0.63802063,-1.0570503,0.26158524,-0.03717015,0.22164164,14.7049675,41.76819,2.145717,1.9994904,-3.9666893,-1039.2589,-1040.0692,305
37846,0.006398067319564874,2.4053915,-2.1950936,0.72167474,-1.2822607,0.42652646,-0.056292854,0.1876698,13.931341,42.107075,19.91435,42.76567,76.362755,-1039.2587,-1039.9586,304
37847,0.006420756865045541,2.421551,-2.1903703,0.7084683,-1.2282953,0.31024086,-0.06959981,0.23674409,14.323177,45.761314,4.196754,25.597921,53.757843,-1039.2551,-1039.9277,303
37848,0.006421540696682857,2.4814625,-2.2732062,0.7600729,-1.2200654,0.23966712,-0.03623628,0.23616454,14.090312,48.569324,-0.78850156,-23.31589,-42.774433,-1039.255,-1042.5594,302
37849,0.006431739219871413,2.5063877,-2.374746,0.83839756,-1.3224423,0.48875406,-0.09480532,0.13972723,14.488319,44.807716,-4.0315714,-15.070227,-25.476492,-1039.2534,-1040.5535,301
37850,0.006432524392211506,2.2344086,-1.9282281,0.56547105,-1.0392596,0.26756486,-0.020591078,0.23922427,13.517455,44.375786,-7.4538016,-23.344196,-45.706226,-1039.2533,-1041.0177,300
37851,0.006435666040205339,2.538104,-2.419159,0.84963524,-1.2493639,0.2758727,-0.055519823,0.21889749,14.164955,46.222996,-13.086598,-17.573835,-15.495962,-1039.2528,-1040.3849,299
37852,0.006457700580851779,2.2997386,-2.0374608,0.6295264,-1.1709821,0.3340587,0.025049128,0.1534174,14.166409,45.815006,-0.628381,-7.4412055,-19.434204,-1039.2494,-1039.9277,298
37853,0.006490893926680135,2.4390018,-2.2573624,0.7608775,-1.1572504,0.2218246,-0.011091773,0.2187711,13.426475,42.031677,-1.2683374,-5.4415812,-12.61865,-1039.2443,-1040.1064,297
37854,0.006503583842337994,2.2318482,-1.9177136,0.5605633,-1.0166675,0.24882278,-0.078241676,0.28098297,14.014603,43.82294,-17.90977,-34.256107,-59.051346,-1039.2423,-1040.1064,296
37855,0.00650993810059124,2.3954556,-2.1778846,0.7114283,-1.1026169,0.18142778,-0.0036093716,0.24871539,14.48138,42.82554,11.910425,1.4672004,-5.168113,-1039.2413,-1041.7284,295
37856,0.0065147078681903284,2.5283568,-2.3913803,0.8284647,-1.3504945,0.41473123,-0.019925458,0.17425482,15.045808,49.47267,20.189339,35.75168,49.79515,-1039.2406,-1040.5265,294
37857,0.006533821911813829,2.4395983,-2.2543607,0.76170725,-1.2563807,0.3135433,0.12280956,0.07958457,13.50902,40.83445,4.787362,13.334811,29.352335,-1039.2377,-1039.9277,293
37858,0.006549793113628703,2.3555696,-2.1255918,0.68883586,-1.1636064,0.3160742,0.03280111,0.13251331,14.269385,41.976852,2.5549138,13.992924,39.13157,-1039.2352,-1039.9277,292
37859,0.006553792010333431,2.4880397,-2.3221157,0.79897505,-1.3026944,0.4248423,-0.019582862,0.12247175,13.828641,37.96992,-1.2230155,9.679856,26.260733,-1039.2346,-1040.8604,291
37860,0.006558593909259246,2.3839018,-2.1256604,0.6857961,-1.231127,0.3136551,-0.12995863,0.27839237,13.799441,42.349174,-2.954307,-13.794038,-23.968374,-1039.2339,-1040.135,290
37861,0.006569812026835639,2.384195,-2.159296,0.6967002,-1.1378301,0.25217783,0.0026203112,0.17148815,14.4391985,41.911995,1.973381,-7.773003,-16.214094,-1039.2322,-1040.4205,289
37862,0.006585871202491502,2.3935075,-2.1381352,0.69828695,-1.2087464,0.28370067,-0.13670509,0.26976943,14.746463,47.26982,1.4303224,-5.255082,-4.759015,-1039.2297,-1040.4534,288
37863,0.0065890877451379205,2.4776595,-2.2793667,0.7699587,-1.3188361,0.41737536,-0.13470812,0.22634728,15.265268,46.42644,3.4192698,-1.908621,-6.315636,-1039.2292,-1041.9216,287
37864,0.006592305858746806,2.442921,-2.2336776,0.73739606,-1.2616807,0.23804857,0.115136534,0.122039564,13.391146,45.148804,0.8342871,-14.962355,-25.818123,-1039.2288,-1039.9796,286
37865,0.006606806831208179,2.4533048,-2.2840393,0.76612186,-1.2053093,0.35907513,-0.12504695,0.26822886,14.47213,43.536903,-16.385906,-34.487537,-49.750607,-1039.2266,-1040.4205,285
