,,alpha_ar_1,alpha_ar_2,alpha_ar_3,alpha_ar_4,alpha_ar_5,alpha_ma_1,alpha_ma_2,alpha_ma_3,alpha_ma_4,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,logL,logL_birth,nlive
34435,0.07260872069373599,0.8603094,-0.79198325,-0.33332172,0.10833035,0.69404995,-0.43939275,0.071900345,0.74025255,-0.74743104,14.105486,54.341858,-3.4860246,-16.632631,-8.857391,-8.085173,5.024891,-1034.5939,-1034.9441,965
34436,0.07266192038897035,0.88182294,-0.63478285,-0.365654,0.100673825,0.6738801,-0.558079,-0.14432392,0.80102307,-0.67229575,13.460005,41.756126,-1.5669526,-9.410044,17.514975,10.195131,32.0877,-1034.5931,-1035.0085,964
34437,0.07270628324249044,0.93831927,-0.7243613,-0.05572176,0.4392002,0.66945136,-0.30476627,0.26191437,0.757267,-0.6552528,14.386715,46.020836,6.803626,-3.1283631,15.378043,-2.204337,0.7926008,-1034.5925,-1036.158,963
34438,0.07271515906286649,0.91868997,-0.62751245,-0.23188734,0.24337794,0.7354531,-0.47197065,0.053751074,0.7757096,-0.6697628,13.145254,47.440857,-14.59611,-33.586796,-26.409641,-26.481298,0.20136645,-1034.5924,-1034.7549,962
34439,0.07274179302611286,0.8874825,-0.77379227,-0.19386299,0.27532116,0.61998904,-0.18556914,0.30016044,0.5826443,-0.6628161,13.489917,57.535748,-13.218161,-13.56104,19.651487,15.005401,41.266228,-1034.592,-1035.1554,961
34440,0.0727773201527472,0.87189204,-0.8654214,-0.16657308,0.485248,0.39754796,0.40949908,0.46512365,0.051060997,-0.4898723,14.147335,49.69229,-12.033357,10.858019,0.9979053,7.571734,59.585346,-1034.5916,-1034.7012,960
34441,0.07282175346235792,0.8964198,-0.7336155,-0.20087188,0.18540967,0.66755694,-0.14952987,0.30341527,0.6413548,-0.64849705,14.816329,42.245075,6.1553173,11.749992,32.388065,36.03615,57.37253,-1034.591,-1034.976,959
34442,0.07283064337908005,0.87822133,-0.7561558,-0.3046762,0.26987746,0.59560066,0.13489144,0.4172167,0.38538498,-0.6193368,14.519564,48.378666,0.66962737,-21.6076,0.4689914,-13.85161,12.560001,-1034.5908,-1034.9152,958
34443,0.07287510924452291,0.865676,-0.69483006,-0.43343332,0.08974789,0.7177887,-0.40385938,0.15397093,0.735251,-0.59926134,14.122816,53.498108,-12.979151,-4.1697106,0.055136792,-15.833381,-6.364146,-1034.5902,-1034.8514,957
34444,0.07288400567498184,0.8627014,-0.8643803,-0.17497206,0.32590452,0.6260929,-0.13506381,0.2974496,0.5304328,-0.6584041,14.392259,50.622166,-17.62036,-12.687664,-0.019002387,4.7912984,32.77571,-1034.5901,-1034.976,956
34445,0.07290180179410184,0.88772213,-0.8134012,-0.15374748,0.33989432,0.68913704,-0.118119985,0.34209722,0.6382103,-0.7138177,14.761914,57.792767,-18.257195,-13.660822,18.45458,27.211668,53.59704,-1034.5898,-1034.9441,955
34446,0.0729107014828789,0.9179247,-0.64825267,-0.21581602,0.270939,0.6186741,-0.28729087,0.26700503,0.7652908,-0.5628539,13.575904,48.723732,-12.468403,-8.193391,1.318207,-20.370035,-3.5431414,-1034.5897,-1035.1254,954
34447,0.07293740706878019,0.87182957,-0.66216505,-0.3866413,0.11166433,0.6888612,-0.5030368,-0.013509237,0.78353155,-0.5382703,14.634508,44.788116,-31.346752,-35.667114,-13.078112,-7.4119477,28.041862,-1034.5894,-1034.7549,953
34448,0.07295521622697475,0.8897323,-0.75116485,-0.22694522,0.26077378,0.6480823,-0.30006084,0.21768776,0.72846675,-0.77845514,13.971461,43.6321,-27.860119,-19.6059,-3.323945,0.9157664,42.047905,-1034.5891,-1035.243,952
34449,0.07118527644448416,0.8691133,-0.8101188,-0.20645842,0.210579,0.64136064,-0.057561595,0.31575903,0.5102745,-0.64906216,14.517672,48.670418,6.083621,-6.9040213,13.116732,24.338938,37.180813,-1034.5884,-1035.424,951
34450,0.06937881921360602,0.8995774,-0.80250573,-0.1328321,0.37565085,0.609856,0.108763106,0.4337739,0.4914136,-0.6319997,12.878379,44.125454,2.2252214,-3.234426,5.2935405,-10.131094,13.638668,-1034.5881,-1034.6165,1000
34451,0.069438128208656,0.88365954,-0.80459994,-0.19132663,0.32638595,0.5788982,-0.20280685,0.30026647,0.63522214,-0.6687052,12.880126,47.10363,-36.58806,-26.262405,-7.8555737,-18.412434,30.240074,-1034.5873,-1035.2134,999
34452,0.0694720418238707,0.8729446,-0.6453886,-0.3261702,0.084762305,0.64506954,-0.36301598,0.16429614,0.7299743,-0.49721932,14.258538,42.697422,-4.7925167,-0.031598836,17.08994,17.392862,32.335297,-1034.5868,-1034.5884,998
34453,0.069522943305344,0.8954231,-0.6796684,-0.2350109,0.20343791,0.5514243,0.021323366,0.4079906,0.52246517,-0.62724054,14.070381,43.00601,-31.559113,-23.44419,-6.616268,-11.056276,36.113716,-1034.586,-1036.5789,997
34454,0.0696418585123141,0.9544353,-0.69595903,-0.03516848,0.39156774,0.728818,-0.43485352,0.094819516,0.81461203,-0.70825183,14.528237,70.666756,0.92143065,-12.96663,-6.5060153,-11.015709,-12.437897,-1034.5844,-1034.6749,996
34455,0.06965886299494636,0.91639614,-0.80448246,-0.020539528,0.42444667,0.5619827,0.29694062,0.47804654,0.3632543,-0.61858886,14.57093,48.844006,-5.970078,-22.53643,-3.2033057,-32.121246,7.1068816,-1034.5841,-1034.8514,995
34456,0.06985471322339111,0.89456815,-0.6569813,-0.33226353,0.19052911,0.7025781,-0.34283626,0.20130832,0.7821522,-0.66140044,13.050234,46.399883,-5.374417,-22.07593,-10.418628,-26.668215,-15.647601,-1034.5813,-1035.1876,994
34457,0.06985471322332758,0.9152693,-0.66486835,-0.23203745,0.2684209,0.584,0.012509908,0.40837348,0.5442385,-0.59718746,13.57998,47.68541,23.87178,8.616862,32.649616,23.934633,4.600509,-1034.5813,-1035.5261,993
34458,0.0698717696788341,0.8597786,-0.7630165,-0.45971623,0.07623666,0.6348694,-0.30528736,0.21700005,0.67252886,-0.66154677,13.997881,53.730995,-3.591283,-19.775854,-12.917642,-27.93158,-21.906511,-1034.581,-1034.8514,992
34459,0.06988883029887973,0.854889,-0.8578984,-0.31606856,0.35085207,0.67002124,-0.37377852,0.18043008,0.72329897,-0.6798304,13.979766,51.804058,13.684465,8.188738,12.377077,-6.6000776,0.05339897,-1034.5808,-1035.0674,991
34460,0.0699912815343282,0.89516246,-0.6775302,-0.31616956,0.19739373,0.5698762,-0.24016751,0.27536026,0.67474115,-0.5752439,14.502466,46.94569,15.711804,-8.08707,14.160191,3.4373918,8.022203,-1034.5793,-1034.5884,990
34461,0.07006821850786177,0.92656106,-0.5379738,-0.28473634,0.23096551,0.64644074,-0.29731703,0.2547494,0.6809803,-0.53079915,14.036749,51.044403,-11.174482,-10.854088,11.028899,18.272123,46.743916,-1034.5782,-1034.6749,989
34462,0.0700767722792137,0.85852385,-0.87548065,-0.22132811,0.28214365,0.6790927,-0.34829527,0.1889227,0.72498137,-0.6559491,14.057048,40.999783,6.8918333,4.8525534,22.126657,37.49196,58.435673,-1034.5781,-1034.8185,988
34463,0.07016236744654442,0.89869946,-0.7841571,-0.11357118,0.44618365,0.69337326,-0.30840465,0.24546614,0.7019613,-0.6830005,13.855816,47.732025,-14.649894,-4.2040815,2.2155502,-10.810173,6.1276937,-1034.5769,-1034.8889,987
34464,0.07023091885050098,0.91107047,-0.6156778,-0.31506184,0.18618393,0.6414112,-0.3333456,0.20278767,0.7801304,-0.6894025,13.0656395,52.091232,-7.8151217,-33.19815,-37.98345,-42.413128,-19.953743,-1034.5759,-1035.8763,986
34465,0.07028237635372067,0.91390306,-0.7379136,-0.121643275,0.37517372,0.5352267,0.25679946,0.4650093,0.35882473,-0.6199406,14.21296,55.905975,-1.9158242,16.64694,38.553555,34.296474,60.881676,-1034.5752,-1035.333,985
34466,0.07031670229995962,0.88117844,-0.8483795,-0.15326837,0.38106835,0.59363586,-0.13015136,0.34818372,0.6388459,-0.65986234,14.221156,47.945408,13.253483,-14.815672,13.067648,-1.2044468,23.760834,-1034.5747,-1034.8514,984
34467,0.0703682226559647,0.8635809,-0.9131415,-0.17526129,0.40666106,0.7464326,-0.38959876,0.17951302,0.76990676,-0.66275716,14.394091,37.904953,6.1133504,3.5645628,19.222656,17.74834,31.596315,-1034.574,-1035.7477,983
34468,0.07049718875572385,0.8594217,-0.84800136,-0.31239232,0.2173987,0.58722353,0.032910734,0.37410548,0.4389582,-0.6753658,14.713455,42.8719,8.180178,4.0688004,32.62198,4.8590093,21.689032,-1034.5721,-1034.5884,982
34469,0.07049718875578796,0.8794276,-0.8111447,-0.20839977,0.29600754,0.65248805,-0.32344335,0.20398287,0.69498146,-0.6941363,13.104151,56.771656,-2.3654318,-19.667881,-3.8341813,3.4552069,10.237999,-1034.5721,-1034.8889,981
34470,0.07051440208469455,0.8735837,-0.78376204,-0.2953795,0.18551609,0.6251305,-0.48898163,-0.028478106,0.76723117,-0.7249848,14.552419,56.558254,-20.386057,-24.02119,-13.60381,-28.745787,-5.770297,-1034.5719,-1034.8514,980
34471,0.07052301032515532,0.8713022,-0.7356266,-0.40074253,0.16539825,0.6544952,-0.42206615,0.11297252,0.74451554,-0.7345771,14.879937,48.16895,-4.5699873,-10.532563,21.356445,15.20755,34.816307,-1034.5718,-1034.6749,979
34472,0.07053161961645876,0.86149126,-0.5768282,-0.40074244,-0.02981563,0.7061217,-0.46427107,0.038133826,0.76578104,-0.662312,14.071563,45.852306,19.6003,12.515572,20.211836,9.965876,15.755326,-1034.5717,-1034.6165,978
34473,0.07058329744033148,0.9093127,-0.8235073,0.014192622,0.46405128,0.57092315,0.3054833,0.4770026,0.37104768,-0.662803,14.393859,53.901596,-2.4849217,-21.689768,2.046026,-18.727713,22.67999,-1034.5709,-1034.7549,977
34474,0.07066951130222959,0.87027097,-0.8410006,-0.29787505,0.21980341,0.54105926,0.14085655,0.41872832,0.40225676,-0.6614765,14.173111,48.359222,-0.81666934,2.4644237,3.1728637,-4.6799383,-8.586327,-1034.5697,-1034.9441,976
34475,0.07069539598949047,0.8960529,-0.5829265,-0.29613307,0.23858325,0.65330625,-0.543229,-0.051977623,0.8336231,-0.5785756,14.695349,54.40126,-18.879923,-14.322819,4.955807,8.195135,40.51478,-1034.5693,-1035.2134,975
34476,0.07072129015785539,0.88316363,-0.820529,-0.21189804,0.32055253,0.5598256,0.21906453,0.43401587,0.31364137,-0.6363499,13.67819,45.71954,19.558144,27.276476,70.20535,64.05652,68.51659,-1034.569,-1035.0974,974
34477,0.07073855820566556,0.9017773,-0.7984004,-0.1397005,0.42767826,0.68276334,-0.15131956,0.3473728,0.6013606,-0.70721096,13.910223,51.628708,-6.35758,-24.370913,-10.782102,-32.552208,-2.6633716,-1034.5687,-1034.6165,973
34478,0.07073855820548863,0.8970335,-0.5759086,-0.3627445,0.09728047,0.6693823,-0.5906789,-0.14824778,0.8379939,-0.6961715,13.272228,46.373848,-10.371529,-3.5402958,22.627083,35.460186,78.96084,-1034.5687,-1035.8763,972
34479,0.07074719381034675,0.9232632,-0.7229643,-0.09736774,0.37854442,0.63344985,0.034046825,0.43881008,0.55224174,-0.6254523,13.545544,56.408997,-25.3341,-18.083853,3.4401453,-10.196464,21.734673,-1034.5686,-1035.81,971
34480,0.07078174677386315,0.885291,-0.7315908,-0.30816016,0.20041722,0.5563559,-0.04288553,0.3558011,0.5217111,-0.6447266,14.1879835,39.734177,-7.6847105,-30.641338,-17.791443,-25.723263,-1.6065477,-1034.5681,-1035.8763,970
34481,0.07085955265569695,0.90103155,-0.6196017,-0.31897116,0.13661747,0.6192895,-0.16597335,0.3113595,0.66163707,-0.6984793,14.32038,45.019657,14.721012,12.217381,18.153204,21.082933,31.90995,-1034.567,-1035.0974,969
34482,0.07095476489052664,0.9249654,-0.66501516,-0.16282693,0.27527136,0.64309514,-0.44687423,0.07286703,0.85132545,-0.6342821,14.342823,50.391502,-22.132772,-25.962265,-2.7509532,3.4542906,45.744484,-1034.5657,-1034.8889,968
34483,0.0709634268894291,0.86934394,-0.7489197,-0.3211309,0.24687165,0.62731856,-0.3190272,0.22139944,0.74169195,-0.6963894,14.310594,44.529583,11.6449175,-5.6640973,18.143421,14.895133,22.267488,-1034.5656,-1034.783,967
34484,0.07097208994597877,0.86478734,-0.8241286,-0.26663387,0.2710713,0.6305703,-0.31670424,0.20042238,0.7375133,-0.64191383,13.907239,44.514626,-15.19794,-21.630543,-23.636517,-47.512608,-22.688652,-1034.5654,-1035.1554,966
34485,0.07098941923189081,0.87567,-0.5902674,-0.38816524,0.1368249,0.6561958,-0.43689635,0.123493545,0.7653377,-0.568222,12.793811,43.08793,4.694368,-5.0042505,3.6925514,-10.615559,-0.1393338,-1034.5652,-1035.1554,965
34486,0.07100675274884377,0.8883868,-0.7826707,-0.18096781,0.35760042,0.6826401,-0.35780013,0.1633915,0.69864464,-0.6163914,14.371953,41.79324,3.9210074,-5.369335,26.844906,31.881508,58.117447,-1034.565,-1035.5597,964
34487,0.07114557333544551,0.888339,-0.76671404,-0.2458456,0.2769034,0.6236565,0.07686327,0.44386616,0.48189166,-0.60279256,14.141522,49.496826,15.283583,-13.414656,9.673285,6.078756,8.431637,-1034.563,-1035.6266,963
34488,0.07116294498059675,0.87452966,-0.81192607,-0.32190728,0.2345508,0.6169248,-0.12792815,0.38522795,0.6108393,-0.6634,13.32971,43.799984,-18.19596,-29.396978,-18.024282,-35.540035,2.6762874,-1034.5627,-1035.4983,962
34489,0.07118032086760046,0.8979401,-0.65019214,-0.26761228,0.16681314,0.6827391,-0.1733131,0.30430013,0.64214534,-0.64479756,14.195752,38.452595,4.078501,-2.453526,-2.2032707,10.715212,25.63168,-1034.5625,-1034.6498,961
34490,0.0712585648766549,0.89715695,-0.79366416,-0.16763091,0.38219434,0.62441945,0.03866118,0.41140395,0.4800758,-0.6630308,13.812149,45.883167,-12.009917,-32.457794,-40.279568,-55.926476,-36.41718,-1034.5614,-1034.5884,960
34491,0.07130207092866304,0.88495743,-0.8128021,-0.1251625,0.35561064,0.6230272,0.12726589,0.3830502,0.41442055,-0.5966785,13.633829,55.010986,-13.410556,-12.714439,10.013617,10.320111,38.31301,-1034.5608,-1034.8889,959
34492,0.07131948078589875,0.8796675,-0.807267,-0.27455518,0.23225242,0.61584115,-0.2211848,0.26811832,0.6484482,-0.6154429,13.822903,39.627552,1.5975608,-24.326227,-15.297405,-22.405266,-7.0299554,-1034.5605,-1035.0974,958
34493,0.07146763631070743,0.8997874,-0.74253523,-0.19875571,0.32526425,0.63879037,-0.16998522,0.3167154,0.6747311,-0.6580603,13.507244,46.005997,18.311258,20.707224,23.348112,27.937983,36.54923,-1034.5585,-1034.783,957
34494,0.07148508659429226,0.94117874,-0.5548196,-0.21768732,0.2862282,0.59766114,-0.4918044,0.022712462,0.82164705,-0.61726975,13.852908,41.833813,-2.56386,-1.0651411,28.521042,30.001925,64.13251,-1034.5582,-1034.6165,956
34495,0.07151999994493452,0.8470478,-0.89226353,-0.3067746,0.20685703,0.73116165,-0.2591264,0.23559299,0.66677344,-0.68419117,14.256719,42.000206,-1.0110699,-1.6563942,9.206467,-2.3063514,7.9289327,-1034.5577,-1035.2134,955
34496,0.07154619614740941,0.86051464,-0.8175002,-0.28327978,0.23983604,0.5912812,-0.22798082,0.2692448,0.6386891,-0.55974346,13.958117,41.589985,-2.9604242,-13.973559,6.3737593,1.3762456,34.001022,-1034.5574,-1034.783,954
34497,0.0715986173413306,0.87821907,-0.8944591,0.051853407,0.44769618,0.43550816,0.5854786,0.35815156,-0.051151875,-0.49668658,13.884791,43.424683,-12.328913,-14.105731,9.091976,-25.490845,27.508854,-1034.5566,-1035.1876,953
34498,0.0716948226395255,0.9034499,-0.6591248,-0.21415156,0.2496783,0.64359874,-0.102434285,0.34606734,0.57870907,-0.5815482,13.824282,56.436066,-3.8203743,14.8181505,28.93426,33.582664,46.24626,-1034.5553,-1034.6749,952
34499,0.0699725418591938,0.8862652,-0.6611826,-0.2741465,0.17333195,0.6317387,-0.20360728,0.31320828,0.6425747,-0.5560148,14.580625,49.725407,8.3083,-12.102656,-8.158373,-23.64182,-33.749756,-1034.5543,-1034.6498,951
34500,0.0681968599974672,0.8900934,-0.7839491,-0.217247,0.30204666,0.5943323,-0.29043552,0.25907934,0.7645207,-0.76512605,13.718545,50.626663,18.110146,-4.6655874,16.952578,5.721658,2.2280445,-1034.5541,-1035.6857,1000
34501,0.06822183900713961,0.9221669,-0.7157193,-0.10780636,0.38058445,0.6188158,0.0394224,0.41241863,0.50028765,-0.70623386,13.824355,47.35981,-2.9722202,-16.547848,-3.467233,-12.656341,18.216175,-1034.5537,-1034.6165,999
34502,0.06822183900729474,0.87686247,-0.74805474,-0.29455504,0.23780161,0.6070117,-0.06767318,0.3442664,0.5646909,-0.61216986,14.709545,42.988453,-7.576623,-3.9163072,-0.33583435,6.5872617,33.294884,-1034.5537,-1035.6857,998
34503,0.06831350701141611,0.9363101,-0.5799292,-0.23853394,0.2501339,0.7116199,-0.48815063,0.039275195,0.84084356,-0.6164483,13.388135,45.79039,-1.0553607,-24.319433,-12.152109,-5.0764565,32.945362,-1034.5524,-1036.745,997
34504,0.0683802520056162,0.89392996,-0.73802245,-0.25917304,0.2309721,0.6188328,0.075844035,0.41408077,0.44568583,-0.696157,13.226301,46.117584,-10.351883,2.0947926,15.754329,8.966761,29.614452,-1034.5514,-1034.6498,996
34505,0.06841364895353788,0.8858601,-0.8023948,-0.24494085,0.3198507,0.6584726,-0.14708069,0.34092566,0.6173341,-0.7138385,13.424565,45.848763,9.497342,-14.878803,-6.410472,-6.5589333,20.308584,-1034.5509,-1036.4083,995
34506,0.06843035354346345,0.89865416,-0.8193305,-0.027734723,0.34745866,0.51074195,0.32558873,0.42289424,0.33301145,-0.5972489,13.871653,40.531242,-7.4983444,-24.099295,-5.1791015,-15.685723,10.315792,-1034.5507,-1034.6749,994
34507,0.06845541807649876,0.86603594,-0.80288434,-0.3096411,0.120041385,0.5999305,-0.16427977,0.30008748,0.5455271,-0.6458512,14.074472,43.73266,12.460937,5.041542,37.48678,30.48885,34.293636,-1034.5503,-1034.9441,993
34508,0.0685055746879735,0.8844478,-0.8429243,-0.085975714,0.47875458,0.5032739,0.40642142,0.4380122,0.12784329,-0.546879,13.891003,45.690098,-11.766368,-12.919247,18.207357,-21.80305,41.469223,-1034.5496,-1034.5884,992
34509,0.06854739993529395,0.8668566,-0.79222137,-0.29454184,0.31842834,0.5935468,-0.3383155,0.22432254,0.72166485,-0.63337475,13.754083,52.143875,-16.996939,-3.3402314,15.482532,3.6362152,34.234547,-1034.549,-1035.1876,991
34510,0.06856413718337866,0.8991897,-0.732072,-0.22492279,0.31000108,0.6781651,-0.35752797,0.22491209,0.8261763,-0.655945,14.030154,49.437607,-9.979254,-10.302141,5.1670885,4.1923027,28.109852,-1034.5487,-1034.8514,990
34511,0.06860599818535122,0.9082037,-0.73547274,-0.16101314,0.33002847,0.5722295,0.11700533,0.419025,0.4412139,-0.6774852,13.921702,43.819653,-0.2199507,2.1742425,26.398869,-4.408691,22.462343,-1034.5481,-1035.1876,989
34512,0.06860599818530443,0.9380256,-0.52806354,-0.25157544,0.24933943,0.70799434,-0.44887072,0.06919594,0.7942604,-0.63447726,14.07501,41.154972,-21.655165,-28.83695,-8.127211,0.14368041,30.145788,-1034.5481,-1037.1614,988
34513,0.068622749741271,0.91813135,-0.68230855,-0.15921664,0.32410395,0.6416,-0.2045967,0.29412976,0.6847633,-0.64687544,13.550084,46.121853,-8.405561,-4.415611,3.3676946,20.338903,37.874043,-1034.5479,-1035.3574,987
34514,0.06868979687792452,0.90218455,-0.8203894,-0.08902088,0.39224976,0.64805377,-0.09986686,0.3657756,0.6213469,-0.70154846,13.849349,56.214386,3.916823,21.926207,39.3594,41.36889,48.71847,-1034.5469,-1034.8185,986
34515,0.06868979687787767,0.8778841,-0.83524793,-0.10155167,0.35938743,0.65978575,-0.21718808,0.25708947,0.6244121,-0.65932685,14.103224,44.497787,-13.443869,-25.470076,-6.5599885,-28.431238,-12.110612,-1034.5469,-1034.6165,985
34516,0.06874851685696394,0.84932226,-0.8461133,-0.43223163,0.1460262,0.6733649,-0.3681114,0.17231905,0.6355572,-0.66933244,14.509512,46.2522,-11.232774,-26.03283,-20.991665,-31.224152,-6.365533,-1034.546,-1034.9152,984
34517,0.06875690952218469,0.8765168,-0.82029,-0.2858428,0.225247,0.6441329,-0.058909014,0.38032705,0.5790358,-0.6774854,13.711733,42.97204,0.6423044,-34.675606,-18.00456,-33.15393,-10.061729,-1034.5459,-1035.424,983
34518,0.068756909522044,0.88753104,-0.8335889,-0.05979919,0.2813346,0.4632363,0.46061602,0.38137195,0.14404158,-0.5614803,13.772686,44.53297,-7.754865,-10.364665,-0.9649189,-16.960709,11.318851,-1034.5459,-1035.4761,982
34519,0.06875690952210653,0.86985976,-0.87835747,-0.15719248,0.37395146,0.6579623,-0.37463415,0.19033338,0.79078144,-0.71555096,13.662242,43.436638,-5.474613,-24.36065,-13.635166,-28.702322,-22.247341,-1034.5459,-1035.3907,981
34520,0.06877369792628395,0.8786889,-0.7834049,-0.2913483,0.35699308,0.6104232,0.06753008,0.4444505,0.44558945,-0.65254474,14.276017,49.44357,-19.203428,-6.1863008,-18.146967,-9.154127,18.354149,-1034.5457,-1034.5884,980
34521,0.06877369792625267,0.878698,-0.46476135,-0.43127343,-0.013497091,0.66221493,-0.35331795,0.20579031,0.71528,-0.6111193,14.111606,43.369255,7.097781,7.906384,9.03838,9.851443,22.563553,-1034.5457,-1034.6498,979
34522,0.06879888821878183,0.863641,-0.602342,-0.39381227,0.031568613,0.6181368,-0.26825455,0.24158557,0.6561439,-0.5716323,13.599437,51.66421,-8.131837,2.8918743,25.468767,23.176472,35.348778,-1034.5453,-1034.5884,978
34523,0.06881568687299391,0.8675486,-0.7538225,-0.2690761,0.23358811,0.6381199,-0.2852798,0.26656646,0.6840304,-0.5893507,14.242053,49.43191,-17.075462,-25.029438,-22.71648,-40.86394,-21.021242,-1034.545,-1034.5884,977
34524,0.068916564969176,0.8805474,-0.7709586,-0.2798221,0.15011789,0.63646245,0.0647751,0.3942733,0.48481488,-0.68695796,13.826246,48.046032,-0.3605102,4.501798,42.21561,29.108976,38.294384,-1034.5436,-1034.783,976
34525,0.06899232057489059,0.8803356,-0.76393336,-0.2390019,0.22583717,0.5650775,0.21273279,0.41088644,0.33779562,-0.63730234,14.54844,48.96519,-19.193602,-12.108977,5.9862075,-2.1561353,52.93392,-1034.5425,-1035.1876,975
34526,0.06900074300312409,0.88029647,-0.840542,-0.11659981,0.36787006,0.51647353,0.35658005,0.40905693,0.13749841,-0.55312467,13.833356,48.61953,0.24452123,-6.9020014,6.028899,-18.565454,19.19301,-1034.5424,-1034.9152,974
34527,0.06905129916865158,0.87198967,-0.8445993,-0.16184582,0.36640295,0.5883551,0.09083794,0.45009446,0.47393578,-0.6536287,13.699188,49.696423,10.314301,10.657335,37.462585,25.655508,31.645514,-1034.5416,-1034.7283,973
34528,0.06914408169784422,0.89679384,-0.77350163,-0.16032529,0.34164727,0.5589643,-0.03943881,0.38054007,0.53639776,-0.6210499,14.510657,42.686443,-27.564716,-10.4165,-6.3325753,-23.83696,38.33368,-1034.5403,-1035.2728,972
34529,0.06915252265257905,0.9122415,-0.7656078,-0.06739242,0.29755995,0.68667847,0.11657444,0.4129026,0.5102892,-0.690441,14.316052,53.511456,-5.251798,-2.6212664,21.740139,25.019035,42.624195,-1034.5402,-1034.783,971
34530,0.06916096463806554,0.8687568,-0.8182303,-0.3226602,0.22932833,0.6612533,-0.2082089,0.2980045,0.6767371,-0.7033303,13.600957,51.636448,6.180911,-0.45796087,12.162423,14.204095,47.529587,-1034.54,-1035.2728,970
34531,0.06920319002582989,0.8999179,-0.80722314,-0.062142204,0.38316044,0.5670408,-0.05838232,0.36684915,0.5672785,-0.71120256,13.769799,50.303936,11.526314,-16.441612,5.098819,-8.071112,2.2915344,-1034.5394,-1035.4523,969
34532,0.06922853763174036,0.9009248,-0.7701205,-0.18060213,0.39884937,0.6160856,0.043945443,0.44690552,0.57805854,-0.6803673,13.949718,39.134026,-14.061249,-29.315155,-17.22399,-34.863937,1.6214693,-1034.5391,-1035.5261,968
34533,0.06923698889668232,0.8611083,-0.81835467,-0.27175835,0.23892912,0.5617303,-0.2655573,0.225915,0.65194964,-0.6167801,14.108686,43.38284,-10.411207,2.6094673,25.00833,29.654745,50.522366,-1034.539,-1037.0026,967
34534,0.06930463616928069,0.87307537,-0.86081946,-0.195643,0.30947176,0.69679344,-0.13240997,0.31919417,0.6642735,-0.6762451,14.844108,49.066814,-9.449926,-15.098118,6.6851897,-3.8372037,17.091072,-1034.538,-1035.9034,966
34535,0.06932155831228257,0.8756774,-0.903341,-0.06570008,0.39822218,0.63293755,0.07640725,0.39436895,0.46605045,-0.6501266,13.558939,48.775246,-8.188296,-13.608129,5.466274,-11.293596,20.941835,-1034.5377,-1034.7012,965
34536,0.06936388174843991,0.8504766,-0.87791365,-0.30803788,0.20303956,0.5826324,-0.14076966,0.30071622,0.5171076,-0.6722266,14.25918,45.522125,-1.8778465,-9.45148,13.250373,-11.1382885,-23.108803,-1034.5371,-1034.976,964
34537,0.06944860615660134,0.92129606,-0.7097811,-0.14628588,0.29689252,0.5770011,0.1840975,0.41672683,0.40172616,-0.62724465,13.479612,46.60926,1.0463622,-6.814945,23.253801,8.07031,30.570805,-1034.5359,-1034.8185,963
34538,0.06946556345254881,0.8495637,-0.86403596,-0.4116038,0.08109946,0.62339896,-0.49440357,-0.0039349846,0.77942044,-0.7572027,14.994836,46.311214,-0.24953449,-5.8988338,15.348036,3.894322,-2.4375322,-1034.5356,-1035.1876,962
34539,0.06949949046713404,0.8927637,-0.75620526,-0.18667775,0.30808523,0.6926897,-0.3264531,0.2128456,0.7341099,-0.6028618,12.945309,53.71867,-16.549906,-22.134483,-7.7174296,-15.711046,21.072906,-1034.5352,-1034.5543,961
34540,0.06949949046722885,0.9030149,-0.7084322,-0.25101274,0.16776916,0.6551733,-0.18778022,0.31373325,0.6737685,-0.73690856,14.705981,53.30866,-6.7023005,-18.40633,-10.288752,-16.375092,9.418439,-1034.5352,-1034.6498,960
34541,0.06950797480953398,0.8990405,-0.66985977,-0.29157835,0.30007693,0.61716133,-0.3712695,0.2002573,0.76952285,-0.60142964,14.537187,42.80462,-4.4171944,2.9651253,13.163955,11.525037,44.30912,-1034.535,-1035.3574,959
34542,0.0695334340515314,0.8621471,-0.8811153,-0.37655726,0.2947599,0.6729708,-0.35864323,0.2086134,0.7264969,-0.70659655,13.031274,48.40408,-15.429692,-20.960026,-7.0960565,-14.145821,24.65651,-1034.5347,-1034.8185,958
34543,0.06954192253757754,0.86034155,-0.8953258,-0.18586124,0.38175607,0.51827174,0.3291492,0.4204876,0.1598426,-0.60441774,14.234132,41.242027,-17.01134,-10.702963,18.503683,-2.3165472,50.652252,-1034.5345,-1034.8514,957
34544,0.06954192253768823,0.90299684,-0.6013248,-0.3223911,0.2040462,0.58812726,0.08815018,0.44939235,0.5159822,-0.6154491,14.261282,49.962273,-2.0744476,-6.8389444,10.9384365,-5.665266,22.713875,-1034.5345,-1035.6559,956
34545,0.06959287522026282,0.87645143,-0.84359396,-0.15121667,0.44523117,0.6476563,-0.13849282,0.356696,0.5878944,-0.64887273,13.677828,45.755188,-0.74435633,-4.2668986,25.507238,4.7597604,48.88248,-1034.5338,-1036.745,955
